searchstring	count	is_fixed	fixed_searchstring	productcount	predicted_productcount
Сливочный мусс для кошек и котят. Телятина	1	False	Сливочный мусс для кошек и котят. Телятина	0	0
Скребок	1	False	Скребок	0	0
Скидки с любовью	1	False	Скидки с любовью	0	0
Скидки в магазине	1	False	Скидки в магазине	0	0
Скидки	1	False	Скидки	0	0
Скидка 15% на товар в розничных магазинах!	1	False	Скидка 15% на товар в розничных магазинах!	0	0
Сифон	1	False	Сифон	0	0
Сирийский	1	False	Сирийский	0	0
Синупокс	1	False	Синупокс	0	0
Синулркс	1	False	Синулркс	0	0
Синулокс суспензия	1	False	Синулокс суспензия	0	0
Синклера	1	False	Синклера	0	0
Сибирская кошка	1	False	Сибирская кошка	0	0
Сибирск	1	False	Сибирск	0	0
Сетка для клетки	1	False	Сетка для клетки	0	0
Сепия для улиток	1	False	Сепия для улиток	0	0
Семинтра	1	False	Семинтра	0	0
Селиконовые	1	False	Селиконовые	0	0
Секс бартер	1	False	Секс бартер	0	0
Секс	1	False	Секс	0	0
Свитер для собак	1	False	Свитер для собак	0	0
Свитер	1	False	Свитер	0	0
Светильник для аквариума	1	False	Светильник для аквариума	0	0
Светильник в аквариум	1	False	Светильник в аквариум	0	0
Сверчки кормовые	1	False	Сверчки кормовые	0	0
Сверчки	1	False	Сверчки	0	0
Саркомин	1	False	Саркомин	0	0
Сапоги	1	False	Сапоги	0	0
Сайфли	1	False	Сайфли	0	0
Савара	1	False	Савара	0	0
СУХОЙ КОРМ ДЛЯ КАСТРИРОВАННЫХ КОТЯТ	1	False	СУХОЙ КОРМ ДЛЯ КАСТРИРОВАННЫХ КОТЯТ	0	0
СТоморджил	1	False	СТоморджил	0	0
С шипами	1	False	С шипами	0	0
С картошкой	1	False	С картошкой	0	0
Рыбы гупяшки	1	False	Рыбы гупяшки	0	0
Рыбка	1	False	Рыбка	0	0
Рыба петушок	1	False	Рыба петушок	0	0
Рулетка GIANT М ремень 8 м 25 кг; черный FLEX	1	False	Рулетка GIANT М ремень 8 м 25 кг; черный FLEX	0	0
Рулетка GIANT М ремень	1	False	Рулетка GIANT М ремень	0	0
Рукав	1	False	Рукав	0	0
Ронколейкин 50	1	False	Ронколейкин 50	0	0
Ронаксан	1	False	Ронаксан	0	0
Рога	1	False	Рога	0	0
Рингер локка	1	False	Рингер локка	0	0
Рикарфа	1	False	Рикарфа	0	0
Риботан	1	False	Риботан	0	0
Рибафлокс	1	False	Рибафлокс	0	0
Резиновые игрушки футболисты собачки	1	False	Резиновые игрушки футболисты собачки	0	0
Расчестка	1	False	Расчестка	0	0
Расческа чисалки	1	False	Расческа чисалки	0	0
Расческа для мопса	1	False	Расческа для мопса	0	0
Растения	1	False	Растения	0	0
Рабизин	1	False	Рабизин	0	0
РЫбки	1	False	РЫбки	0	0
РЫБКИ	1	False	РЫБКИ	0	0
Пшеничные отруби	1	False	Пшеничные отруби	0	0
Пулер	1	False	Пулер	0	0
Профендер таблетки для собак	1	False	Профендер таблетки для собак	0	0
Противогрибковый шампунь	1	False	Противогрибковый шампунь	0	0
Проплан для котят	1	False	Проплан для котят	0	0
Пронатур	1	False	Пронатур	0	0
Промокод	1	False	Промокод	0	0
Пробиотический комплекс для кошек FORTI FLORA	1	False	Пробиотический комплекс для кошек FORTI FLORA	0	0
Пробиотик	1	False	Пробиотик	0	0
Приучить котенка к лотку	1	False	Приучить котенка к лотку	0	0
Приучить ко	1	False	Приучить ко	0	0
Прививка	1	False	Прививка	0	0
Препарат от клещей птицам	1	False	Препарат от клещей птицам	0	0
Празител особый для кошек	1	False	Празител особый для кошек	0	0
Порога	1	False	Порога	0	0
Попугаи ветарипаратв	1	False	Попугаи ветарипаратв	0	0
Попоны послеоперационые	1	False	Попоны послеоперационые	0	0
Попонка	1	False	Попонка	0	0
Попона для кошек	1	False	Попона для кошек	0	0
Помпа	1	False	Помпа	0	0
Полотенце для животных	1	False	Полотенце для животных	0	0
Поилкс	1	False	Поилкс	0	0
Поилки	1	False	Поилки	0	0
Поилка для шиншилл	1	False	Поилка для шиншилл	0	0
Подушечки Джимкэт для кошек	1	False	Подушечки Джимкэт для кошек	0	0
Подсолнечник	1	False	Подсолнечник	0	0
Подгузник	1	False	Подгузник	0	0
Поводок 7	1	False	Поводок 7	0	0
Поводок 5м	1	False	Поводок 5м	0	0
Поводок 10	1	False	Поводок 10	0	0
Пленки	1	False	Пленки	0	0
Петушок	1	False	Петушок	0	0
Петкам	1	False	Петкам	0	0
Пеленки гелевые	1	False	Пеленки гелевые	0	0
Паста клини	1	False	Паста клини	0	0
Паста для кошек "Мальт-Софт-Экстра" для вывода шерсти	1	False	Паста для кошек "Мальт-Софт-Экстра" для вывода шерсти	0	0
Паста Мальта	1	False	Паста Мальта	0	0
Паста Cliny	1	False	Паста Cliny	0	0
Паста Clint	1	False	Паста Clint	0	0
Партнер зоонорм	1	False	Партнер зоонорм	0	0
Партнер	1	False	Партнер	0	0
Парвовирусид	1	False	Парвовирусид	0	0
Парастоп	1	False	Парастоп	0	0
Панцирь каракатицы	1	False	Панцирь каракатицы	0	0
Панкреалекс	1	False	Панкреалекс	0	0
ПОпона	1	False	ПОпона	0	0
ПАРАЗИТЕЛ	1	False	ПАРАЗИТЕЛ	0	0
Ошейник цепочка	1	False	Ошейник цепочка	0	0
Ошейник удавка	1	False	Ошейник удавка	0	0
Ошейник полуудавка	1	False	Ошейник полуудавка	0	0
Ошейник для шпицев	1	False	Ошейник для шпицев	0	0
Ошейник антилай	1	False	Ошейник антилай	0	0
Отсадник	1	False	Отсадник	0	0
Отоферонол	1	False	Отоферонол	0	0
Отоспектрин	1	False	Отоспектрин	0	0
Отоксолан	1	False	Отоксолан	0	0
Отодез	1	False	Отодез	0	0
От собачих	1	False	От собачих	0	0
От бешенства	1	False	От бешенства	0	0
Осурния	1	False	Осурния	0	0
Освещение аквариума	1	False	Освещение аквариума	0	0
Орозим	1	False	Орозим	0	0
Оридермил	1	False	Оридермил	0	0
Оптиммун	1	False	Оптиммун	0	0
Оплата бонусами	1	False	Оплата бонусами	0	0
Онтарио	1	False	Онтарио	0	0
Омнипур	1	False	Омнипур	0	0
Оленьи рога	1	False	Оленьи рога	0	0
Олений	1	False	Олений	0	0
Однохлористый йод	1	False	Однохлористый йод	0	0
Оварирвит	1	False	Оварирвит	0	0
Овареовит	1	False	Овареовит	0	0
Обучение гадить	1	False	Обучение гадить	0	0
Обоссумы	1	False	Обоссумы	0	0
Обогреватели для террариумов	1	False	Обогреватели для террариумов	0	0
ОТИбиовин	1	False	ОТИбиовин	0	0
ОСКАР URINARY	1	False	ОСКАР URINARY	0	0
ОБУВЬ ДЛЯ СОБАК	1	False	ОБУВЬ ДЛЯ СОБАК	0	0
Нукле	1	False	Нукле	0	0
Носок	1	False	Носок	0	0
Носки для собак	1	False	Носки для собак	0	0
Нога говяжья	1	False	Нога говяжья	0	0
Новомек	1	False	Новомек	0	0
Нилпа	1	False	Нилпа	0	0
Нефроспас	1	False	Нефроспас	0	0
Нефрокэт	1	False	Нефрокэт	0	0
Нефродог	1	False	Нефродог	0	0
Неогард	1	False	Неогард	0	0
Недоузок	1	False	Недоузок	0	0
Недоуздок	1	False	Недоуздок	0	0
Насадки для термометра	1	False	Насадки для термометра	0	0
Напоонители	1	False	Напоонители	0	0
Наполнитель кукурузный	1	False	Наполнитель кукурузный	0	0
Наполнитель для черепах	1	False	Наполнитель для черепах	0	0
Наполнитель для сдачи мочи	1	False	Наполнитель для сдачи мочи	0	0
Наплл	1	False	Наплл	0	0
Наименование товарапереноски для кошек	1	False	Наименование товарапереноски для кошек	0	0
Нагреватель для аквариума	1	False	Нагреватель для аквариума	0	0
Нагреватель	1	False	Нагреватель	0	0
Набор для сбора мочи у кошек	1	False	Набор для сбора мочи у кошек	0	0
Набивак	1	False	Набивак	0	0
На когти	1	False	На когти	0	0
НОЖ ДЛЯ ТРИММЕНГА	1	False	НОЖ ДЛЯ ТРИММЕНГА	0	0
Мясокостная мука	1	False	Мясокостная мука	0	0
Мюсли	1	False	Мюсли	0	0
Мышка с электронным чипом	1	False	Мышка с электронным чипом	0	0
Мультикан	1	False	Мультикан	0	0
Мотыль замороженный	1	False	Мотыль замороженный	0	0
Монш	1	False	Монш	0	0
Молина	1	False	Молина	0	0
Модный ошейник для кошечки	1	False	Модный ошейник для кошечки	0	0
Многоразовые коврики	1	False	Многоразовые коврики	0	0
Миска фонтан	1	False	Миска фонтан	0	0
Миска для кошек	1	False	Миска для кошек	0	0
Мильбильмакс	1	False	Мильбильмакс	0	0
Милпрозон	1	False	Милпрозон	0	0
Микрофон	1	False	Микрофон	0	0
Мерный	1	False	Мерный	0	0
Мелоксидин	1	False	Мелоксидин	0	0
Мейн-кун	1	False	Мейн-кун	0	0
Мейн-ку	1	False	Мейн-ку	0	0
Медоксидил	1	False	Медоксидил	0	0
Мармелад для кошек	1	False	Мармелад для кошек	0	0
Манеж	1	False	Манеж	0	0
Мальта	1	False	Мальта	0	0
Мальт-паста Gimborn	1	False	Мальт-паста Gimborn	0	0
МИЛЬПРАЗОН	1	False	МИЛЬПРАЗОН	0	0
МЕКСИДОЛ-ВЕТ	1	False	МЕКСИДОЛ-ВЕТ	0	0
МЕКСИДОЛ	1	False	МЕКСИДОЛ	0	0
Лошадиная сила гель	1	False	Лошадиная сила гель	0	0
Лосьон для глаз ВЕДА Фитоэлита календула 10мл	1	False	Лосьон для глаз ВЕДА Фитоэлита календула 10мл	0	0
Лопатка	1	False	Лопатка	0	0
Лобелон	1	False	Лобелон	0	0
Липомин	1	False	Липомин	0	0
Линкомецин	1	False	Линкомецин	0	0
Ливеразол	1	False	Ливеразол	0	0
Лекарства	1	False	Лекарства	0	0
Лежжаки	1	False	Лежжаки	0	0
Лежаки для собак и кошек	1	False	Лежаки для собак и кошек	0	0
Лежак ферпласт	1	False	Лежак ферпласт	0	0
Лежак для собак GLG "Ортопедический", со съемным чехлом, 80 х 67 х 12 см	1	False	Лежак для собак GLG "Ортопедический", со съемным чехлом, 80 х 67 х 12 см	0	0
Лежак для крупных собак	1	False	Лежак для крупных собак	0	0
Левомизол	1	False	Левомизол	0	0
Левомеколь	1	False	Левомеколь	0	0
Лампа для аквариума	1	False	Лампа для аквариума	0	0
Лампа аквариума	1	False	Лампа аквариума	0	0
Лактоферон	1	False	Лактоферон	0	0
Лактостопц	1	False	Лактостопц	0	0
Лактобифадол	1	False	Лактобифадол	0	0
Лактобактерин	1	False	Лактобактерин	0	0
Лакто-стоп	1	False	Лакто-стоп	0	0
Лакомства для шенкрв	1	False	Лакомства для шенкрв	0	0
Купалка для шиншилл	1	False	Купалка для шиншилл	0	0
Купалка для шиншил	1	False	Купалка для шиншил	0	0
Кулон	1	False	Кулон	0	0
Крысы дамбо	1	False	Крысы дамбо	0	0
Крем буренка	1	False	Крем буренка	0	0
Крем	1	False	Крем	0	0
Котенок	1	False	Котенок	0	0
КотЭрвин	1	False	КотЭрвин	0	0
Костюм	1	False	Костюм	0	0
Кормушкп для рыб	1	False	Кормушкп для рыб	0	0
Кормушка для птиц	1	False	Кормушка для птиц	0	0
Кормушка автоматическая	1	False	Кормушка автоматическая	0	0
Корм+ Цезарь паучи	1	False	Корм+ Цезарь паучи	0	0
Корм сухой для котят Pro Plan "Junior", с курицей	1	False	Корм сухой для котят Pro Plan "Junior", с курицей	0	0
Корм сухой для котят Pro Plan "Junior"	1	False	Корм сухой для котят Pro Plan "Junior"	0	0
Корм сухой Royal Canin Oral Care	1	False	Корм сухой Royal Canin Oral Care	0	0
Корм сухой Royal Canin "Kitten"	1	False	Корм сухой Royal Canin "Kitten"	0	0
Корм сухой Happy Dog "Новая Зеландия" для собак мелких пород, ягненок с рисом	1	False	Корм сухой Happy Dog "Новая Зеландия" для собак мелких пород, ягненок с рисом	0	0
Корм сухой Happy Cat Sterilised, для взрослых кошек, атлантический лосось	1	False	Корм сухой Happy Cat Sterilised, для взрослых кошек, атлантический лосось	0	0
Корм сухой "Holistic Blend" для собак, ягненок и рис	1	False	Корм сухой "Holistic Blend" для собак, ягненок и рис	0	0
Корм мнямс	1	False	Корм мнямс	0	0
Корм для собак хилз	1	False	Корм для собак хилз	0	0
Корм для собак cd хилз	1	False	Корм для собак cd хилз	0	0
Корм для собак Royal Canin Cocker Junior	1	False	Корм для собак Royal Canin Cocker Junior	0	0
Корм для собак ROYAL CANIN (Роял Канин) Vet Diet Hepatic HF16 при заболеваниях печени сух.12кг	1	False	Корм для собак ROYAL CANIN (Роял Канин) Vet Diet Hepatic HF16 при заболеваниях печени сух.12кг	0	0
Корм для собак RC Vet Diet Urinary S/O LP18	1	False	Корм для собак RC Vet Diet Urinary S/O LP18	0	0
Корм для собак Pro Plan Veterinary Diets Canine EN Gastrointestinal dry (12 кг)	1	False	Корм для собак Pro Plan Veterinary Diets Canine EN Gastrointestinal dry (12 кг)	0	0
Корм для сиамских кошек	1	False	Корм для сиамских кошек	0	0
Корм для кошек верит тунец с морковью	1	False	Корм для кошек верит тунец с морковью	0	0
Корм для кошек Urinary Care, профилактика МКБ	1	False	Корм для кошек Urinary Care, профилактика МКБ	0	0
Корм для кошек Royal Canin Maine Coon Kitten	1	False	Корм для кошек Royal Canin Maine Coon Kitten	0	0
Корм для кошек Innova Cat	1	False	Корм для кошек Innova Cat	0	0
Корм для котят лечебный	1	False	Корм для котят лечебный	0	0
Корм для карелл	1	False	Корм для карелл	0	0
Корм для бенгалов	1	False	Корм для бенгалов	0	0
Корм Royal Canin бритинцы	1	False	Корм Royal Canin бритинцы	0	0
Корм Royal Canin Renal RF23 для кошек при ХПН	1	False	Корм Royal Canin Renal RF23 для кошек при ХПН	0	0
Корм Purina Pro Plan для щенков малых и карликовых	1	False	Корм Purina Pro Plan для щенков малых и карликовых	0	0
Корм Farmina беззорновой	1	False	Корм Farmina беззорновой	0	0
Корм Bosch Light для Собак	1	False	Корм Bosch Light для Собак	0	0
Корелла	1	False	Корелла	0	0
Контрсекс	1	False	Контрсекс	0	0
Контрасекс	1	False	Контрасекс	0	0
Контейнер для наполнителя	1	False	Контейнер для наполнителя	0	0
Консервы для котят Happy Cat Курочка с морковью	1	False	Консервы для котят Happy Cat Курочка с морковью	0	0
Консервы "Pro Plan", для взрослых кошек, с ягненком, желе, 24 шт x 85 г	1	False	Консервы "Pro Plan", для взрослых кошек, с ягненком, желе, 24 шт x 85 г	0	0
Консервы "Pro Plan", для взрослых кошек, с ягненком, желе	1	False	Консервы "Pro Plan", для взрослых кошек, с ягненком, желе	0	0
Кондиционер для воды с формамедом, 50 мл	1	False	Кондиционер для воды с формамедом, 50 мл	0	0
Кондиционер для воды	1	False	Кондиционер для воды	0	0
Компрессор для аквариума	1	False	Компрессор для аквариума	0	0
Комбинезоны	1	False	Комбинезоны	0	0
Комбенинзон	1	False	Комбенинзон	0	0
Комбенизоны для мальчиков	1	False	Комбенизоны для мальчиков	0	0
Комбенизон	1	False	Комбенизон	0	0
Комбензон	1	False	Комбензон	0	0
Комбез	1	False	Комбез	0	0
Колесо для шиншил	1	False	Колесо для шиншил	0	0
Кокосовый субстрат	1	False	Кокосовый субстрат	0	0
Кокосовые брикеты	1	False	Кокосовые брикеты	0	0
Когтеточка настенная	1	False	Когтеточка настенная	0	0
Когтерезки	1	False	Когтерезки	0	0
Когтей	1	False	Когтей	0	0
Когтедралка	1	False	Когтедралка	0	0
Клотримазол	1	False	Клотримазол	0	0
Клозет	1	False	Клозет	0	0
Клини	1	False	Клини	0	0
Клетки и переноски для собак	1	False	Клетки и переноски для собак	0	0
Клетки для морских свинок	1	False	Клетки для морских свинок	0	0
Клетки для грузинов	1	False	Клетки для грузинов	0	0
Клетка ферпласт	1	False	Клетка ферпласт	0	0
Клетка для хомячков размерами 51 на 35	1	False	Клетка для хомячков размерами 51 на 35	0	0
Клетка для попугая	1	False	Клетка для попугая	0	0
Клетка грета	1	False	Клетка грета	0	0
Клей	1	False	Клей	0	0
Кислородные	1	False	Кислородные	0	0
Каша	1	False	Каша	0	0
Кафорсен	1	False	Кафорсен	0	0
Катозал	1	False	Катозал	0	0
Каскад	1	False	Каскад	0	0
Кармушки	1	False	Кармушки	0	0
Карабин	1	False	Карабин	0	0
Каниквантел (Справочная информация - Производители)	1	False	Каниквантел (Справочная информация - Производители)	0	0
Каниде	1	False	Каниде	0	0
Кангидрокс	1	False	Кангидрокс	0	0
Канаурал	1	False	Канаурал	0	0
Кактус	1	False	Кактус	0	0
Какосовый субстрат	1	False	Какосовый субстрат	0	0
КОТ ЭРВИН	1	False	КОТ ЭРВИН	0	0
КОНК	1	False	КОНК	0	0
Ипокетине	1	False	Ипокетине	0	0
Ипаки	1	False	Ипаки	0	0
Инъекция ои бешенства	1	False	Инъекция ои бешенства	0	0
Инфузория	1	False	Инфузория	0	0
Интерспектин-L	1	False	Интерспектин-L	0	0
Интеллектуальные игрушки	1	False	Интеллектуальные игрушки	0	0
Интеллектуальные	1	False	Интеллектуальные	0	0
Инап	1	False	Инап	0	0
Ин-ап	1	False	Ин-ап	0	0
Имаверол	1	False	Имаверол	0	0
Игрушка плюшевая хлопок термопластическая	1	False	Игрушка плюшевая хлопок термопластическая	0	0
Игрушка для собак интерактивная для средних пород Wobbler	1	False	Игрушка для собак интерактивная для средних пород Wobbler	0	0
Игрушка для собак KONG	1	False	Игрушка для собак KONG	0	0
Игрушка для кролика	1	False	Игрушка для кролика	0	0
Игрушка для кошки GiGwi	1	False	Игрушка для кошки GiGwi	0	0
Ивермектин	1	False	Ивермектин	0	0
Ивермек	1	False	Ивермек	0	0
ИММУНОФАН	1	False	ИММУНОФАН	0	0
Зубочистки для собак	1	False	Зубочистки для собак	0	0
Зубная щетка	1	False	Зубная щетка	0	0
Зубная паста для кошек	1	False	Зубная паста для кошек	0	0
Зубастик	1	False	Зубастик	0	0
Зоомикол	1	False	Зоомикол	0	0
Зомир	1	False	Зомир	0	0
Золотой кот	1	False	Золотой кот	0	0
Зима	1	False	Зима	0	0
Зеленая долина	1	False	Зеленая долина	0	0
Здоровые почки для собак	1	False	Здоровые почки для собак	0	0
Запах мочи	1	False	Запах мочи	0	0
Заменитель сучьего молока	1	False	Заменитель сучьего молока	0	0
ЗУБНАЯ ПАСТА	1	False	ЗУБНАЯ ПАСТА	0	0
ЗООНОРМ	1	False	ЗООНОРМ	0	0
ЖИДКОСТЬ ДЛЯ ПОЛОСТИ РТА	1	False	ЖИДКОСТЬ ДЛЯ ПОЛОСТИ РТА	0	0
Дюфалайт	1	False	Дюфалайт	0	0
Дюкес фарм	1	False	Дюкес фарм	0	0
Духи	1	False	Духи	0	0
Домик-когтеточка Меридиан "Квадратный	1	False	Домик-когтеточка Меридиан "Квадратный	0	0
Домик-когтеточка	1	False	Домик-когтеточка	0	0
Домик для собаки	1	False	Домик для собаки	0	0
Домик для собак и кошек	1	False	Домик для собак и кошек	0	0
Домик для кролика	1	False	Домик для кролика	0	0
Долетал	1	False	Долетал	0	0
Доксифин 50	1	False	Доксифин 50	0	0
Доксифин	1	False	Доксифин	0	0
Для улиток	1	False	Для улиток	0	0
Для сфинкмов	1	False	Для сфинкмов	0	0
Для сверчков	1	False	Для сверчков	0	0
Для реплитий	1	False	Для реплитий	0	0
Для перевозки	1	False	Для перевозки	0	0
Для овчарок цепь ошейник	1	False	Для овчарок цепь ошейник	0	0
Диспансер	1	False	Диспансер	0	0
Дисконтная карта	1	False	Дисконтная карта	0	0
Дильцид	1	False	Дильцид	0	0
Диклорекс	1	False	Диклорекс	0	0
Диаркан	1	False	Диаркан	0	0
Диабетик	1	False	Диабетик	0	0
Денатурированная	1	False	Денатурированная	0	0
Дельцид	1	False	Дельцид	0	0
Декорации для аквариума	1	False	Декорации для аквариума	0	0
Дезацид	1	False	Дезацид	0	0
Дверь для	1	False	Дверь для	0	0
Дакес фарм	1	False	Дакес фарм	0	0
ДАНА ШАМПУНЬ ДЛЯ КОШЕК И СОБАК, 145 МЛ	1	False	ДАНА ШАМПУНЬ ДЛЯ КОШЕК И СОБАК, 145 МЛ	0	0
Грунт  для улиток	1	False	грунт для улиток	0	0
Грумминг для кошек	1	False	Грумминг для кошек	0	0
Грандорф	1	False	Грандорф	0	0
Грандин	1	False	Грандин	0	0
Градусник	1	False	Градусник	0	0
Гравировка	1	False	Гравировка	0	0
Гомеопатические препараты	1	False	Гомеопатические препараты	0	0
Глютамакс форте	1	False	Глютамакс форте	0	0
Глюкогекстрон	1	False	Глюкогекстрон	0	0
Глобфел сыворотка	1	False	Глобфел сыворотка	0	0
Гиалутидин	1	False	Гиалутидин	0	0
Гепатоджект	1	False	Гепатоджект	0	0
Гепатоджек	1	False	Гепатоджек	0	0
Гепатиале форте	1	False	Гепатиале форте	0	0
Гентаприм	1	False	Гентаприм	0	0
Гель лошадиная сила	1	False	Гель лошадиная сила	0	0
Гель для полости рта	1	False	Гель для полости рта	0	0
Гель для лошадей ВЕДА+ охлаждающе-разогревающий с камфорой и ментолом 0,5л	1	False	Гель для лошадей ВЕДА+ охлаждающе-разогревающий с камфорой и ментолом 0,5л	0	0
Гель для лошадей ВЕДА ЗooVIP охлаждающе-разогревающий с камфорой и ментолом 0,5л	1	False	Гель для лошадей ВЕДА ЗooVIP охлаждающе-разогревающий с камфорой и ментолом 0,5л	0	0
Гель двойного действия охлаждающе-разогревающий	1	False	Гель двойного действия охлаждающе-разогревающий	0	0
Гелминтал	1	False	Гелминтал	0	0
Гелабон полидекс	1	False	Гелабон полидекс	0	0
Гелабон	1	False	Гелабон	0	0
Гамак для кошек	1	False	Гамак для кошек	0	0
ГАСТРО ИНТЕСТИНАЛ	1	False	ГАСТРО ИНТЕСТИНАЛ	0	0
Вульфсблат	1	False	Вульфсблат	0	0
Воротник для собак	1	False	Воротник для собак	0	0
Вольфсблат	1	False	Вольфсблат	0	0
Волчья	1	False	Волчья	0	0
Водонагреватель	1	False	Водонагреватель	0	0
Внутренний фильтр	1	False	Внутренний фильтр	0	0
Влажный корм проплан для кошек	1	False	Влажный корм проплан для кошек	0	0
Витактив С-И	1	False	Витактив С-И	0	0
Висикат	1	False	Висикат	0	0
Виси клозет	1	False	Виси клозет	0	0
Ветмедин 5 мг	1	False	Ветмедин 5 мг	0	0
Верокол	1	False	Верокол	0	0
Вельпенкальк	1	False	Вельпенкальк	0	0
Ведапрофен	1	False	Ведапрофен	0	0
Варлибе	1	False	Варлибе	0	0
Варежка	1	False	Варежка	0	0
Валерьянка	1	False	Валерьянка	0	0
Вакцины	1	False	Вакцины	0	0
Вакцинация	1	False	Вакцинация	0	0
Вакцинации для собак	1	False	Вакцинации для собак	0	0
Вазотоп	1	False	Вазотоп	0	0
Вазосан	1	False	Вазосан	0	0
ВИТОМ	1	False	ВИТОМ	0	0
Бутылочка	1	False	Бутылочка	0	0
Буренка	1	False	Буренка	0	0
Бровенто	1	False	Бровенто	0	0
Бровекта	1	False	Бровекта	0	0
Ботиночки	1	False	Ботиночки	0	0
Бонус	1	False	Бонус	0	0
Блохнэт макс	1	False	Блохнэт макс	0	0
Биоритм	1	False	Биоритм	0	0
Биокорректор для кошек	1	False	Биокорректор для кошек	0	0
Бинт са	1	False	Бинт са	0	0
Бетанокс	1	False	Бетанокс	0	0
Бетамокс	1	False	Бетамокс	0	0
Белькандо консервы	1	False	Белькандо консервы	0	0
Башмачки	1	False	Башмачки	0	0
Барьер	1	False	Барьер	0	0
Ахатину	1	False	Ахатину	0	0
Афлогилекс	1	False	Афлогилекс	0	0
Ауритоп	1	False	Ауритоп	0	0
Аурикан	1	False	Аурикан	0	0
Аурикам	1	False	Аурикам	0	0
Ауригон	1	False	Ауригон	0	0
Ассоциированная вакцина	1	False	Ассоциированная вакцина	0	0
Асд-2ф	1	False	Асд-2ф	0	0
Артровет	1	False	Артровет	0	0
Аптека	1	False	Аптека	0	0
Апоквель	1	False	Апоквель	0	0
Ануран	1	False	Ануран	0	0
Антистафилококковый	1	False	Антистафилококковый	0	0
Антигельминтик для кошек ELANCO Мильбемакс	1	False	Антигельминтик для кошек ELANCO Мильбемакс	0	0
Антигав	1	False	Антигав	0	0
Анальгине	1	False	Анальгине	0	0
Амоксоил	1	False	Амоксоил	0	0
Амоксициллин	1	False	Амоксициллин	0	0
Амидель-гель	1	False	Амидель-гель	0	0
Амиде гель	1	False	Амиде гель	0	0
Альбендазол	1	False	Альбендазол	0	0
Актека	1	False	Актека	0	0
Аксолотль	1	False	Аксолотль	0	0
Аквариумные рыбки	1	False	Аквариумные рыбки	0	0
Аквариум круглый	1	False	Аквариум круглый	0	0
Агама	1	False	Агама	0	0
Автокормушку для собак	1	False	Автокормушку для собак	0	0
Авто кормушку для собак	1	False	Авто кормушку для собак	0	0
АСД-2Ф	1	False	АСД-2Ф	0	0
АПОКВЕЛ	1	False	АПОКВЕЛ	0	0
АЗОКСИВЕТ	1	False	АЗОКСИВЕТ	0	0
АВЗ морская капуста	1	False	АВЗ морская капуста	0	0
Ёрши	1	False	Ёрши	0	0
wildcat	1	False	wildcat	0	0
whiskas сухой	1	False	whiskas сухой	0	0
wellness	1	False	wellness	0	0
vyio	1	False	vyio	0	0
vit 2000 animal health	1	False	vit 2000 animal health	0	0
vit 2000	1	False	vit 2000	0	0
vijo	1	False	vijo	0	0
vigor  and sage	1	False	vigor and sage	0	0
viejo	1	False	viejo	0	0
vetmedin	1	False	vetmedin	0	0
vet life struvite	1	False	vet life struvite	0	0
velcote	1	False	velcote	0	0
urinary stress	1	False	urinary stress	0	0
urinary s/o lp34 фасовка 1.5 кг	1	False	urinary s/o lp34 фасовка 1.5 кг	0	0
unitabs neoterica	1	False	unitabs neoterica	0	0
unitabs mama	1	False	unitabs mama	0	0
unitabs	1	False	unitabs	0	0
tricat	1	False	tricat	0	0
totally ferret	1	False	totally ferret	0	0
stress	1	False	stress	0	0
sticky paws	1	False	sticky paws	0	0
sera кормовая	1	False	sera кормовая	0	0
sera reptil desert compact	1	False	sera reptil desert compact	0	0
sera bactopur	1	False	sera bactopur	0	0
sanal	1	False	sanal	0	0
sanabelle kitten	1	False	sanabelle kitten	0	0
rristals №1	1	False	rristals №1	0	0
royal canon uribary	1	False	royal canon uribary	0	0
royal canin уринорм s/o	1	False	royal canin уринорм s/o	0	0
royal canin сухой	1	False	royal canin сухой	0	0
royal canin для собак сухой	1	False	royal canin для собак сухой	0	0
royal canin для собак fiber	1	False	royal canin для собак fiber	0	0
royal canin для персов	1	False	royal canin для персов	0	0
royal canin для кошек сфинкс	1	False	royal canin для кошек сфинкс	0	0
royal canin для кошек для вывода шерсти	1	False	royal canin для кошек для вывода шерсти	0	0
royal canin veterinaty care	1	False	royal canin veterinaty care	0	0
royal canin veterinaty	1	False	royal canin veterinaty	0	0
royal canin vet diet weight	1	False	royal canin vet diet weight	0	0
royal canin urinaryry	1	False	royal canin urinaryry	0	0
royal canin steriled 37	1	False	royal canin steriled 37	0	0
royal canin steriled	1	False	royal canin steriled	0	0
royal canin puppi	1	False	royal canin puppi	0	0
royal canin neutered adult small dog	1	False	royal canin neutered adult small dog	0	0
royal canin junior labrador	1	False	royal canin junior labrador	0	0
royal canin high dalution	1	False	royal canin high dalution	0	0
royal canin gastro intenstinal	1	False	royal canin gastro intenstinal	0	0
royal canin dogs	1	False	royal canin dogs	0	0
royal canin anal	1	False	royal canin anal	0	0
ritekat	1	False	ritekat	0	0
reptocal	1	False	reptocal	0	0
renal rf23	1	False	renal rf23	0	0
puppy milk	1	False	puppy milk	0	0
puppy angel	1	False	puppy angel	0	0
puppi mini	1	False	puppi mini	0	0
prokolin	1	False	prokolin	0	0
pro plan сухой	1	False	pro plan сухой	0	0
pro plan для чувствительных собак с лососем 14 кг	1	False	pro plan для чувствительных собак с лососем 14 кг	0	0
