probability	fixed_query	eng_words	generated_translit	source
0	43059	sacre coeur	сакр коеур	other
0	43059	sacre coeur	сакре коеур	other
0	3043	rosabelle	росабелле	other
0	3043	sacre coeur	сакр коеур	other
0	3043	sacre coeur	сакре коеур	other
0	40034	rosabelle	росабелле	other
0	40034	sacre coeur	сакр коеур	other
0	40034	sacre coeur	сакре коеур	other
0	0262	rosabelle	росабелле	other
0	0262	sacre coeur	сакр коеур	other
0	0262	sacre coeur	сакре коеур	other
0	195192	rosabelle	росабелле	other
0	195192	sacre coeur	сакр коеур	other
0	195192	sacre coeur	сакре коеур	other
8	eyeliner glamline	beauty cafe	бьюти каф	other
8	eyeliner glamline	deep aqua	деп аква	other
8	eyeliner glamline	deep aqua	дееп аква	other
0	11203	rosabelle	росабелле	other
0	11203	sacre coeur	сакр коеур	other
0	11203	sacre coeur	сакре коеур	other
0	0561	rosabelle	росабелле	other
0	0561	sacre coeur	сакр коеур	other
0	0561	sacre coeur	сакре коеур	other
0	5520	rosabelle	росабелле	other
0	5520	sacre coeur	сакр коеур	other
0	5520	sacre coeur	сакре коеур	other
0	8343	rosabelle	росабелле	other
0	8343	sacre coeur	сакр коеур	other
0	8343	sacre coeur	сакре коеур	other
50	блузка Лилии	lily	лили	other
50	блузка Лилии	lucy	луки	other
50	блузка Лилии	calorie block	кейлори блок	other
50	блузка Лилии	calorie block	калорие блок	other
0	bp302	rosabelle	росабелле	other
0	bp302	sacre coeur	сакр коеур	other
0	bp302	sacre coeur	сакре коеур	other
0	18038	rosabelle	росабелле	other
0	18038	sacre coeur	сакр коеур	other
0	18038	sacre coeur	сакре коеур	other
0	0823	rosabelle	росабелле	other
0	0823	sacre coeur	сакр коеур	other
0	0823	sacre coeur	сакре коеур	other
0	126W4102	rosabelle	росабелле	other
0	126W4102	sacre coeur	сакр коеур	other
0	126W4102	sacre coeur	сакре коеур	other
0	dkw011	rosabelle	росабелле	other
0	dkw011	sacre coeur	сакр коеур	other
0	dkw011	sacre coeur	сакре коеур	other
0	11528	rosabelle	росабелле	other
0	11528	sacre coeur	сакр коеур	other
0	11528	sacre coeur	сакре коеур	other
0	1500	rosabelle	росабелле	other
0	1500	sacre coeur	сакр коеур	other
0	1500	sacre coeur	сакре коеур	other
0	84556	rosabelle	росабелле	other
0	84556	sacre coeur	сакр коеур	other
0	84556	sacre coeur	сакре коеур	other
10	Pour Toujours	deep aqua	деп аква	other
10	Pour Toujours	for nail	фор нейл	other
10	Pour Toujours	for nail	фор наил	other
0	akhmadullina	rosabelle	росабелле	other
0	akhmadullina	sacre coeur	сакр коеур	other
0	akhmadullina	sacre coeur	сакре коеур	other
0	0776	rosabelle	росабелле	other
0	0776	sacre coeur	сакр коеур	other
0	0776	sacre coeur	сакре коеур	other
0	2110	rosabelle	росабелле	other
0	2110	sacre coeur	сакр коеур	other
0	2110	sacre coeur	сакре коеур	other
0	11524	rosabelle	росабелле	other
0	11524	sacre coeur	сакр коеур	other
0	11524	sacre coeur	сакре коеур	other
0	04294	rosabelle	росабелле	other
0	04294	sacre coeur	сакр коеур	other
0	04294	sacre coeur	сакре коеур	other
0	11034	rosabelle	росабелле	other
0	11034	sacre coeur	сакр коеур	other
0	11034	sacre coeur	сакре коеур	other
0	11195	rosabelle	росабелле	other
0	11195	sacre coeur	сакр коеур	other
0	11195	sacre coeur	сакре коеур	other
59	для дома	diplomate	дипломате	other
0	40108	rosabelle	росабелле	other
0	40108	sacre coeur	сакр коеур	other
0	40108	sacre coeur	сакре коеур	other
0	863947	rosabelle	росабелле	other
0	863947	sacre coeur	сакр коеур	other
0	863947	sacre coeur	сакре коеур	other
0	8412	rosabelle	росабелле	other
0	8412	sacre coeur	сакр коеур	other
0	8412	sacre coeur	сакре коеур	other
0	2360	rosabelle	росабелле	other
0	2360	sacre coeur	сакр коеур	other
0	2360	sacre coeur	сакре коеур	other
45	Краска для волос	aromania violet	ароманиа виолет	other
0	0724	rosabelle	росабелле	other
0	0724	sacre coeur	сакр коеур	other
0	0724	sacre coeur	сакре коеур	other
0	039W4105	rosabelle	росабелле	other
0	039W4105	sacre coeur	сакр коеур	other
0	039W4105	sacre coeur	сакре коеур	other
0	2399	rosabelle	росабелле	other
0	2399	sacre coeur	сакр коеур	other
0	2399	sacre coeur	сакре коеур	other
0	3186	rosabelle	росабелле	other
0	3186	sacre coeur	сакр коеур	other
0	3186	sacre coeur	сакре коеур	other
0	146w4111	rosabelle	росабелле	other
0	146w4111	sacre coeur	сакр коеур	other
0	146w4111	sacre coeur	сакре коеур	other
0	Zoya	rosabelle	росабелле	other
0	Zoya	sacre coeur	сакр коеур	other
0	Zoya	sacre coeur	сакре коеур	other
0	8345	rosabelle	росабелле	other
0	8345	sacre coeur	сакр коеур	other
0	8345	sacre coeur	сакре коеур	other
0	TT001	rosabelle	росабелле	other
0	TT001	sacre coeur	сакр коеур	other
0	TT001	sacre coeur	сакре коеур	other
62	колготки	color	колор	other
0	8222	rosabelle	росабелле	other
0	8222	sacre coeur	сакр коеур	other
0	8222	sacre coeur	сакре коеур	other
0	40031	rosabelle	росабелле	other
0	40031	sacre coeur	сакр коеур	other
0	40031	sacre coeur	сакре коеур	other
59	матовая помада	aromania aqua	ароманиа аква	other
0	2373	rosabelle	росабелле	other
0	2373	sacre coeur	сакр коеур	other
0	2373	sacre coeur	сакре коеур	other
48	Джинсы для мужчины	giliane	джилиан	other
0	sl201	rosabelle	росабелле	other
0	sl201	sacre coeur	сакр коеур	other
0	sl201	sacre coeur	сакре коеур	other
0	7470	rosabelle	росабелле	other
0	7470	sacre coeur	сакр коеур	other
0	7470	sacre coeur	сакре коеур	other
0	40035	rosabelle	росабелле	other
0	40035	sacre coeur	сакр коеур	other
0	40035	sacre coeur	сакре коеур	other
0	11535	rosabelle	росабелле	other
0	11535	sacre coeur	сакр коеур	other
0	11535	sacre coeur	сакре коеур	other
0	8421	rosabelle	росабелле	other
0	8421	sacre coeur	сакр коеур	other
0	8421	sacre coeur	сакре коеур	other
0	40007	rosabelle	росабелле	other
0	40007	sacre coeur	сакр коеур	other
0	40007	sacre coeur	сакре коеур	other
0	8348	rosabelle	росабелле	other
0	8348	sacre coeur	сакр коеур	other
0	8348	sacre coeur	сакре коеур	other
67	магазин	mandarin	мандарин	other
0	11552	rosabelle	росабелле	other
0	11552	sacre coeur	сакр коеур	other
0	11552	sacre coeur	сакре коеур	other
0	4574	rosabelle	росабелле	other
0	4574	sacre coeur	сакр коеур	other
0	4574	sacre coeur	сакре коеур	other
0	039w4102	rosabelle	росабелле	other
0	039w4102	sacre coeur	сакр коеур	other
0	039w4102	sacre coeur	сакре коеур	other
50	мыло для кухни	melodie	мелоди	other
0	473040	rosabelle	росабелле	other
0	473040	sacre coeur	сакр коеур	other
0	473040	sacre coeur	сакре коеур	other
0	2448	rosabelle	росабелле	other
0	2448	sacre coeur	сакр коеур	other
0	2448	sacre coeur	сакре коеур	other
0	Celsius	rosabelle	росабелле	other
0	Celsius	sacre coeur	сакр коеур	other
0	Celsius	sacre coeur	сакре коеур	other
0	5225	rosabelle	росабелле	other
0	5225	sacre coeur	сакр коеур	other
0	5225	sacre coeur	сакре коеур	other
0	199474	rosabelle	росабелле	other
0	199474	sacre coeur	сакр коеур	other
0	199474	sacre coeur	сакре коеур	other
77	Ботас	botanica	ботаниса	other
0	bp301	rosabelle	росабелле	other
0	bp301	sacre coeur	сакр коеур	other
0	bp301	sacre coeur	сакре коеур	other
0	12483	rosabelle	росабелле	other
0	12483	sacre coeur	сакр коеур	other
0	12483	sacre coeur	сакре коеур	other
80	Патчи	patsy	патси	other
71	османтус	romantico	романтисо	other
71	османтус	romance	романс	other
0	5699	rosabelle	росабелле	other
0	5699	sacre coeur	сакр коеур	other
0	5699	sacre coeur	сакре коеур	other
43	Пятновыводитель	eternite	этерните	other
43	Пятновыводитель	nouvelle	ноувелле	other
43	Пятновыводитель	favorite	фаворите	other
0	167W3202	rosabelle	росабелле	other
0	167W3202	sacre coeur	сакр коеур	other
0	167W3202	sacre coeur	сакре коеур	other
0	199235	rosabelle	росабелле	other
0	199235	sacre coeur	сакр коеур	other
0	199235	sacre coeur	сакре коеур	other
0	1080	rosabelle	росабелле	other
0	1080	sacre coeur	сакр коеур	other
0	1080	sacre coeur	сакре коеур	other
0	1870	rosabelle	росабелле	other
0	1870	sacre coeur	сакр коеур	other
0	1870	sacre coeur	сакре коеур	other
0	2442	rosabelle	росабелле	other
0	2442	sacre coeur	сакр коеур	other
0	2442	sacre coeur	сакре коеур	other
0	600166	rosabelle	росабелле	other
0	600166	sacre coeur	сакр коеур	other
0	600166	sacre coeur	сакре коеур	other
0	st236	rosabelle	росабелле	other
0	st236	sacre coeur	сакр коеур	other
0	st236	sacre coeur	сакре коеур	other
0	0726	rosabelle	росабелле	other
0	0726	sacre coeur	сакр коеур	other
0	0726	sacre coeur	сакре коеур	other
0	11660	rosabelle	росабелле	other
0	11660	sacre coeur	сакр коеур	other
0	11660	sacre coeur	сакре коеур	other
0	0112	rosabelle	росабелле	other
0	0112	sacre coeur	сакр коеур	other
0	0112	sacre coeur	сакре коеур	other
0	191180	rosabelle	росабелле	other
0	191180	sacre coeur	сакр коеур	other
0	191180	sacre coeur	сакре коеур	other
77	Тоник	newtoniq	ньютоник	other
77	Тоник	newtoniq	невтоник	other
80	Ирис	lyrics	лирикс	other
0	195634	rosabelle	росабелле	other
0	195634	sacre coeur	сакр коеур	other
0	195634	sacre coeur	сакре коеур	other
0	2126	rosabelle	росабелле	other
0	2126	sacre coeur	сакр коеур	other
0	2126	sacre coeur	сакре коеур	other
0	8397	rosabelle	росабелле	other
0	8397	sacre coeur	сакр коеур	other
0	8397	sacre coeur	сакре коеур	other
0	195798	rosabelle	росабелле	other
0	195798	sacre coeur	сакр коеур	other
0	195798	sacre coeur	сакре коеур	other
0	5462	rosabelle	росабелле	other
0	5462	sacre coeur	сакр коеур	other
0	5462	sacre coeur	сакре коеур	other
0	11129	rosabelle	росабелле	other
0	11129	sacre coeur	сакр коеур	other
0	11129	sacre coeur	сакре коеур	other
0	40062	rosabelle	росабелле	other
0	40062	sacre coeur	сакр коеур	other
0	40062	sacre coeur	сакре коеур	other
0	11048	rosabelle	росабелле	other
0	11048	sacre coeur	сакр коеур	other
0	11048	sacre coeur	сакре коеур	other
50	дифуз	dry	дри	other
50	дифуз	deep	дип	other
50	дифуз	dune	дун	other
100	Зима крем	creme	крем	other
100	Зима крем	zima	зима	other
33	Юбка 146w3308	becca	бекка	other
33	Юбка 146w3308	urban	юрбан	other
0	3048	rosabelle	росабелле	other
0	3048	sacre coeur	сакр коеур	other
0	3048	sacre coeur	сакре коеур	other
0	3167	rosabelle	росабелле	other
0	3167	sacre coeur	сакр коеур	other
0	3167	sacre coeur	сакре коеур	other
0	8436	rosabelle	росабелле	other
0	8436	sacre coeur	сакр коеур	other
0	8436	sacre coeur	сакре коеур	other
